,SPRING1,SPRING2,Neutrophil PT,pMI,smooth pMI
88273,328.182,-755.24,35457.0,0.8450769511662735,0.36219412749014507
67004,526.905,-661.37,35470.0,0.9188561395400694,0.3676881459386853
22071,553.728,-660.324,35483.0,0.8012418361783542,0.37151877358360297
102567,313.753,-672.645,35650.0,-1.5532542691348377,0.3490650510831065
92037,343.721,-679.695,35706.0,0.7693938174255475,0.352661560140953
63350,512.901,-635.432,35787.0,0.8065803942977723,0.3607350998236257
102182,255.356,-529.902,35810.0,0.7142962486461054,0.3666975650450429
82109,361.475,-682.643,35937.0,0.6028446078387528,0.3660207582638633
21747,639.519,-1074.841,35955.0,0.4998774118527445,0.3677052428105847
100445,437.074,-551.186,35994.0,0.7030149103179729,0.3708809570704309
62831,567.13,-751.312,36018.0,0.7638448862006249,0.37522699704163587
26982,297.482,-582.582,36029.0,0.33953768025070524,0.3820682766688231
65173,691.994,-665.367,36039.0,0.708352996727905,0.38405383931817805
105220,290.095,-675.927,36087.0,0.3753486449805898,0.38585359926719226
108509,262.801,-701.565,36105.0,0.7953652182216011,0.3863451637016027
95720,551.475,-771.085,36207.0,0.5902835814898684,0.3940177414201517
16993,522.311,-684.577,36255.0,0.5734287625309993,0.394502539805929
21650,410.62,-629.911,36292.0,0.7234838458620734,0.39464421118481374
87190,419.345,-156.956,36314.0,0.20069928780531016,0.39078938367379995
24395,636.809,-513.433,36339.0,0.2643797275615585,0.38982442668604306
21507,362.365,-801.965,36484.0,0.47839308489350146,0.3853391036434121
103640,271.272,-574.175,36524.0,0.7189894910026121,0.38218450140659904
25905,664.879,-827.129,36530.0,0.6641346310803153,0.3921343647832966
92826,321.432,-515.291,36555.0,0.1261240679396135,0.3896449613084952
62370,631.879,-1168.355,36596.0,0.8612474044581553,0.3966904362032108
26598,471.071,-773.8,36757.0,0.18630076303091225,0.39494654260161915
83397,331.34,-609.846,36782.0,1.0970039321376288,0.3912040208151236
66413,529.906,-655.629,36789.0,1.0124047032757382,0.3975763308419188
83474,534.44,-817.713,36866.0,0.430622287219776,0.3956709853704448
27411,718.432,-879.97,36876.0,0.4404875043689539,0.40394662294522876
12429,686.545,-1109.923,36933.0,0.24915646675065362,0.4028124553245382
108675,373.509,-473.477,36971.0,0.3785249386901674,0.3980217580504704
22148,654.551,-927.077,37076.0,0.7993888161885424,0.40740442937061067
96586,537.589,-814.394,37101.0,0.4849161974104623,0.40753798071591446
63248,569.047,-894.958,37119.0,0.6755358599987625,0.41514680554765815
62203,603.009,-997.239,37155.0,0.5418169257381137,0.4162686363053794
27173,480.794,-912.148,37285.0,0.4185182576262797,0.4191943248187615
16582,531.829,-664.926,37299.0,-0.31400401521331356,0.41098908050062705
18834,539.434,-699.241,37318.0,0.6794420359458068,0.41764074186427375
67409,584.508,-983.836,37345.0,0.018205228232113478,0.4074150029241227
62126,583.752,-1021.359,37347.0,0.29779564148898874,0.4069227365766055
18464,527.259,-657.409,37383.0,0.8351626584263381,0.41175875709038207
12365,536.271,-686.508,37387.0,0.4438714914340708,0.4155850254625966
98867,266.584,-674.193,37423.0,0.6309163728822476,0.41543955655565107
90105,280.825,-577.507,37453.0,-0.5000434331307396,0.42800654566084945
99912,243.916,-721.203,37471.0,0.14449501965594885,0.4249430416152434
12520,553.86,-878.231,37560.0,0.6460956769006367,0.4302377733944775
67844,532.662,-924.199,37586.0,0.49647797977554137,0.4233673454068932
110656,365.104,-762.498,37778.0,0.703495744800015,0.42380914519441754
99458,498.921,-935.625,37864.0,0.48922092064797057,0.42757118548076234
11557,580.413,-1007.799,37900.0,0.6002081616716504,0.4308144764195495
84079,255.896,-569.568,37905.0,0.31527187187924904,0.4287080439055916
88899,276.363,-790.995,38039.0,0.6493170967631717,0.4316443581208289
12195,679.632,-890.544,38049.0,0.13296629049123215,0.4296532131926284
25224,553.241,-676.313,38111.0,-0.20238482609036365,0.4222447201163427
17188,517.232,-751.569,38126.0,-0.035339041069171795,0.4177781013481478
64907,598.401,-1038.523,38128.0,0.9082096486619975,0.424620033251534
62412,509.42,-676.216,38164.0,-0.6858291956787145,0.4095768356401415
25790,591.796,-801.622,38188.0,0.725139612132178,0.4153910304732731
67307,587.933,-1186.482,38214.0,0.6553562539507314,0.4244146055990116
89180,343.982,-801.719,38215.0,0.7597617476456248,0.4297177555195612
103589,588.9,-1052.067,38217.0,0.7686471243920303,0.4247733309880031
25599,567.433,-849.263,38283.0,0.719543721610164,0.42763091726153823
106281,292.078,-548.347,38440.0,0.6736918930529163,0.43472259878432695
64070,510.683,-901.029,38501.0,0.7160690242291672,0.43839290093557204
13052,588.845,-923.241,38520.0,0.4979499689148602,0.4390038288161987
26985,620.157,-854.037,38575.0,0.8853698241125502,0.4432495190269842
20923,712.872,-1158.152,38580.0,0.8738697402464484,0.44610135398343326
62219,413.812,-1040.149,38681.0,0.6344442892534283,0.44377563627589267
28081,588.77,-740.068,38729.0,0.5902739882493908,0.44806958312887923
103742,490.534,-1065.035,38744.0,0.27458593444868984,0.4456826929061337
28985,631.567,-797.55,38746.0,1.0212752365145656,0.4480281336482953
93373,299.589,-796.402,38865.0,0.3092223731054782,0.44545201901324993
108822,303.091,-691.243,38919.0,0.2947744067272359,0.4422866495089198
68689,531.143,-824.552,39087.0,0.7088286474143319,0.4455441399238039
27437,522.899,-617.624,39111.0,0.8984582388618445,0.45169483502709895
25612,623.523,-829.56,39170.0,1.594818769786617,0.4635882351748321
22745,453.921,-918.004,39200.0,0.46818496655606784,0.4724055554962005
94151,290.752,-779.577,39278.0,0.6580309857912717,0.4707980059610273
27459,531.857,-960.987,39289.0,0.7186797368512209,0.46782393737343747
104177,282.05,-779.482,39358.0,0.8251966812844636,0.4728550009241804
26954,742.796,-1214.504,39436.0,1.1314677809381541,0.48180153255903235
85545,370.985,-955.356,39619.0,0.6665285336307414,0.4830568235140237
85031,613.961,-1195.636,39637.0,0.05842565169926191,0.4846349028206249
86296,303.346,-807.659,39687.0,-0.1786164620525146,0.4777614296172265
108994,238.056,-694.296,39715.0,0.22717304225914026,0.47578313568571323
87374,377.247,-864.963,39791.0,0.9054156963118206,0.49042449413854194
21583,618.255,-1137.882,39884.0,0.2518414967337379,0.4915715540728934
9895,593.67,-1099.153,39895.0,0.5962768524781372,0.48661181553319144
14420,275.214,-629.581,39922.0,1.3367502707222745,0.5025796102873805
63502,604.001,-1099.024,39924.0,-0.03582498339362067,0.4985930730197268
11607,640.949,-1156.578,39966.0,0.2854873507398962,0.49851202148866136
27803,479.245,-964.724,40010.0,-0.3016671550556908,0.49511186810681684
25402,604.166,-859.446,40063.0,0.28158135383959426,0.49553999652783154
23269,629.408,-1233.16,40093.0,0.02395156769350157,0.49344271573482557
20684,835.221,-1079.258,40094.0,0.629274968638734,0.4937345659527604
86009,567.513,-1095.413,40259.0,0.6283328204523404,0.5014749344487018
12397,660.324,-1022.53,40411.0,1.0227674759964145,0.5089292819903927
25919,421.981,-957.369,40427.0,-0.08084843165149896,0.5044161892084191
23474,375.622,-729.464,40428.0,0.01369801005030959,0.4999395834520686
20790,608.157,-1098.094,40432.0,0.6274294421034743,0.4977631083614406
63060,538.368,-873.916,40489.0,0.9468434841017996,0.4980429818070579
22178,647.719,-1262.292,40519.0,0.502830440924088,0.49505886785451525
10312,651.335,-1133.994,40662.0,1.0938212644555774,0.5215296231904194
10116,576.535,-1083.313,40691.0,0.7622133412688717,0.5214578184288527
22497,556.518,-1201.457,40782.0,0.20217295951696518,0.5154137440810446
62017,548.231,-774.129,40788.0,0.6606093845556613,0.5148768754401403
20577,453.224,-1124.886,40867.0,0.024601766759593115,0.5090944470293486
24219,547.509,-949.666,40955.0,0.22534756356654184,0.5063491485464866
66792,590.327,-1138.449,41005.0,0.8883291017778875,0.5082022904610857
66037,586.473,-1054.332,41021.0,1.0153114949291457,0.5107169565483709
110629,521.594,-1033.929,41092.0,1.271062090141917,0.5200322006472831
95676,441.334,-1181.538,41134.0,0.8074094408507413,0.5210227650885114
98923,368.793,-1077.428,41169.0,0.11052006200640754,0.5183744792587696
63941,615.479,-1198.333,41258.0,0.12075743819384313,0.511628401458492
68896,610.198,-1214.37,41333.0,0.8402107871981567,0.5141276735155749
23799,605.173,-1086.349,41379.0,-0.08090311729821072,0.5075843547172828
89828,368.561,-903.153,41381.0,0.5337543475556094,0.5056870597342181
26298,673.494,-1143.654,41426.0,0.6187046381585499,0.5098671132377506
98300,326.843,-972.988,41457.0,0.6829609329102649,0.5140529252912376
105942,401.336,-1099.071,41464.0,0.03464093054239571,0.5096154037477265
108170,613.867,-1403.216,41556.0,1.0896918358635346,0.5133224271963358
12295,673.689,-1172.809,41595.0,0.7220750644004706,0.5139018315295373
23254,585.479,-1132.688,41719.0,-0.44777741286485695,0.5081628167214927
27350,596.758,-1182.277,41736.0,1.618782411303285,0.5157381667899439
27078,775.252,-1229.422,41745.0,0.7678190895149971,0.5215533500547848
21423,644.788,-1347.42,41771.0,1.373254151679279,0.5243158522502012
64589,544.504,-1032.341,41889.0,0.44661345453662404,0.5186579397628102
10456,493.953,-967.287,41970.0,0.8623168595386165,0.5229748854859985
102382,364.156,-848.976,41996.0,1.3065272339302807,0.5316352827816118
10254,672.02,-1174.02,42016.0,0.7814264142295494,0.5369579822564008
67550,652.174,-1417.859,42036.0,1.1970344772820336,0.5451430776423194
62769,573.414,-1240.626,42082.0,0.6174990193835355,0.5433241796742694
66574,518.925,-1187.397,42143.0,0.6743870063316533,0.5452188877634813
63945,634.32,-1369.486,42181.0,0.45255959559981634,0.5429891251194918
67957,635.12,-1094.573,42187.0,1.5655950872104587,0.5532269067342152
27680,652.88,-1342.532,42275.0,1.1051886023726454,0.5600936101816789
9938,846.192,-1058.633,42295.0,0.345165436996094,0.566685304703773
25379,607.519,-1181.561,42330.0,0.8570286420064643,0.5684611707643795
25130,613.566,-1222.656,42352.0,-0.07484747628533564,0.567530643719205
93057,415.067,-998.939,42474.0,0.48206422436882707,0.5693733295480033
25480,567.581,-1234.804,42518.0,0.6531870506450896,0.567553573470191
10318,654.509,-1141.03,42604.0,0.48969972263755013,0.5680118557822257
20925,578.13,-1241.902,42605.0,0.813160980202867,0.5698343018554319
27752,672.831,-1417.474,42659.0,0.40414510798432934,0.5788761872665826
65170,642.515,-1344.157,42707.0,1.989410667201864,0.5973253437420418
67906,611.063,-1338.098,42740.0,1.1559840132186696,0.602424227105222
23395,650.706,-1369.156,42749.0,0.3667434991302551,0.6011268822987692
21729,786.741,-1276.672,42753.0,0.9378518671456613,0.6034704435222257
82758,510.841,-1163.596,42999.0,0.9451808526233345,0.6080300428419794
67598,556.464,-1161.212,43007.0,0.908255088354036,0.6111105121088032
62139,685.257,-1514.011,43011.0,1.1492707011477936,0.6194505004014886
21918,616.324,-1279.796,43047.0,0.5968222146894147,0.6189255515807511
66132,708.764,-1402.145,43089.0,0.742348101604003,0.6250193696918788
12359,723.474,-1466.027,43111.0,0.40518512146095187,0.6310950691673919
61941,632.904,-1448.884,43142.0,0.5205061101024641,0.6366535206791082
26031,819.816,-1162.155,43309.0,0.6770213187213378,0.6343416373797017
24425,748.793,-1399.056,43378.0,-0.21628053875129663,0.6390371239489759
63418,662.48,-1461.686,43514.0,0.9155994702829814,0.6409417225304839
65446,581.265,-1327.007,43524.0,0.9237323011181893,0.6436254830021585
66236,692.013,-1577.225,43567.0,1.1193523204845397,0.6472213887305476
66985,699.321,-1580.244,43574.0,1.171322099502676,0.6512481384816542
26320,821.4,-1448.387,43586.0,0.016948931792037956,0.6442221905834729
98584,574.6,-1217.295,43621.0,-0.3523590915667087,0.6339616807372765
62471,563.459,-1284.999,43675.0,0.507876723270637,0.6318797577276913
11019,739.584,-1407.371,43708.0,1.1544960335351235,0.6384452183738939
84745,759.892,-1605.356,43716.0,0.19427124087211559,0.6315342325414897
65743,683.578,-1544.437,43726.0,0.5758932617248084,0.6285544677562732
10823,578.044,-1303.7,43786.0,0.31994565920472784,0.6254094814557862
97506,445.147,-1098.353,43831.0,0.8583272225716432,0.6280900137990088
28534,732.728,-1429.848,43899.0,0.38571658347972,0.6292013202893191
27937,699.05,-1454.402,43955.0,0.898502650153994,0.6279735944257133
92072,433.846,-1042.955,43985.0,0.25177764553457316,0.6273991471500042
98578,449.451,-1074.724,44063.0,0.07864860923350395,0.625237889175067
10088,776.307,-1597.081,44251.0,0.19636212208621495,0.6201132239217858
66638,855.706,-1786.466,44258.0,0.8435524717515476,0.6195641662506827
21893,689.126,-1504.968,44394.0,0.7691665577751727,0.6113076441305683
10168,756.209,-1482.732,44404.0,0.835917325675146,0.6149849677217591
21309,703.646,-1497.58,44419.0,1.003550385741515,0.6184401617212616
20524,715.655,-1456.133,44465.0,0.40419651698518033,0.6152953295226012
21028,706.316,-1499.716,44478.0,1.4594364666635111,0.6216377273763916
23499,739.139,-1649.008,44479.0,-0.28447834094240365,0.607478266157586
63811,712.785,-1531.281,44485.0,1.1211902019673479,0.612024882840952
12855,747.173,-1390.092,44550.0,0.2776288950759364,0.6142169152747189
63140,676.388,-1347.453,44588.0,1.3333028781031424,0.6293361086762754
26429,712.664,-1443.437,44621.0,1.588730715936635,0.6429516854130504
68395,724.369,-1611.655,44623.0,0.6887483476594551,0.6407850119265267
27244,851.487,-1776.058,44682.0,0.7630052028124572,0.6458966489873138
24323,766.148,-1653.435,44877.0,1.0309559274642162,0.6502434397371747
98339,560.397,-1265.213,44918.0,0.30285660474879694,0.63990450307744
25097,857.446,-1830.63,44940.0,0.37543001767971856,0.6440170530881733
64358,705.191,-1571.53,45056.0,-0.004114202470041639,0.641121037556074
64985,655.487,-1483.39,45101.0,1.0562587066471822,0.6547002961731025
63911,794.936,-1768.861,45198.0,0.3521763408077484,0.6554062460427842
67374,810.591,-1767.153,45237.0,0.5746278259408103,0.6609130086252573
62143,824.403,-1811.873,45264.0,1.0198209907305935,0.664818468846176
63587,738.298,-1631.747,45293.0,1.6715169548260327,0.6752503101899129
25171,737.547,-1614.01,45344.0,0.09215635188168089,0.6659441989487656
63464,906.473,-1896.023,45452.0,0.9155749419524,0.6759084326848046
66252,845.269,-1841.169,45473.0,1.1016677480883559,0.6867881300651848
11545,874.645,-1403.292,45478.0,0.3625605155751606,0.6841394407999017
64576,799.308,-1673.953,45487.0,0.8321914666902538,0.6829929206257863
88016,1059.325,-1394.28,45575.0,0.397610008588845,0.6819407163024338
67895,804.107,-1684.348,45652.0,0.8070503462884041,0.679073007120762
63318,875.453,-1870.139,45704.0,1.2246650683116462,0.68369752439119
11044,893.166,-1737.179,45716.0,0.6784994695560268,0.6884607894915805
99241,772.046,-1540.4,45730.0,1.090003631905672,0.6927547319650808
96951,837.555,-1767.079,45737.0,0.2531951532890374,0.6950406658303749
65190,845.813,-1868.756,45834.0,0.9542172116958489,0.702329362311668
62932,765.248,-1683.129,45856.0,1.6206180310958378,0.7096522516048477
26830,916.577,-1705.826,45882.0,0.42880744401134097,0.7037872110956696
28420,956.961,-1759.503,46153.0,1.4897849405639572,0.7059744395998899
25818,1049.808,-1762.667,46250.0,1.3437687980505892,0.7113380331718885
65942,966.218,-1924.52,46563.0,1.2126471201826072,0.7223593037536504
23043,1016.025,-1950.553,46664.0,1.3757796981122479,0.7349095263528345
24778,1103.154,-2057.969,46773.0,0.1596199522635376,0.7281036180034884
68289,885.727,-1890.139,46818.0,1.1743249673439196,0.7406558988499097
63543,921.244,-1887.348,46849.0,1.3186226892974457,0.748504582267328
64492,791.051,-1689.91,46851.0,1.8247916040049739,0.7605654519257922
21186,951.804,-1623.118,46889.0,1.051993943083735,0.7642557820275269
24588,983.315,-1939.275,47014.0,0.3794658206548667,0.7677040309286517
67337,982.644,-1920.196,47178.0,0.5080571704327649,0.761887684274344
11472,1011.134,-1813.638,47257.0,0.8672209383794192,0.7633391430141334
63372,1031.691,-2022.802,47314.0,1.346053187763794,0.78127744902042
62269,1051.557,-2035.449,47410.0,1.2790531718754177,0.7778801566261413
29266,1121.63,-1838.103,47417.0,0.5586631297849746,0.7757885970288412
63563,1061.143,-2042.249,47472.0,0.919908708645174,0.7712551425984999
20680,1035.371,-1941.638,47504.0,-0.007878850103512658,0.7667102195520986
65496,1091.409,-2100.109,47518.0,0.6116979107137603,0.76420403006385
68424,990.721,-1968.128,47702.0,1.495727376712765,0.7660960314916749
24233,1008.716,-1888.4,47814.0,0.44116710136768733,0.7626934383630563
11206,-83.973,681.545,47885.0,-0.058121401724315236,0.7501418795729928
65303,1139.285,-2105.04,47987.0,1.18791740755356,0.7558460634546931
65950,1160.188,-2114.542,48173.0,2.540812371321948,0.7745103171045961
62026,1110.142,-2110.919,48209.0,0.8782840442774162,0.7787675615913721
62418,1159.916,-2091.706,48345.0,-0.6849297499410454,0.756262313219857
68230,1187.861,-2102.534,48382.0,2.042622996916264,0.7656366571652932
28412,1193.076,-1910.498,48570.0,0.9060864502525379,0.7712458672978575
66631,1193.136,-2130.855,48719.0,1.2569008486195556,0.7752445893639885
64371,1161.264,-2110.754,48884.0,0.986583475389794,0.7858588988807398
24507,1286.375,-2141.624,48949.0,-0.21098334655355733,0.7789284231715159
63250,1153.991,-2105.808,48959.0,1.4073333840883064,0.7864698865059481
66430,1245.602,-2117.908,49078.0,1.0321217783913643,0.7918941070634863
66993,1292.99,-2183.382,49185.0,1.110030452354858,0.7948628017850061
66699,1088.104,-2089.927,49314.0,1.0019813848323251,0.8008411645534862
68053,1354.947,-2195.348,49424.0,0.788761381472451,0.788834671696192
24916,1222.704,-2112.89,49658.0,1.1253873455354895,0.7885287050193602
65774,1229.672,-2154.0,49782.0,0.9220558107110696,0.7940818281351685
11027,1413.695,-2096.155,49901.0,1.106673121314511,0.7957700406768567
10854,1221.436,-2127.111,49967.0,1.2043381593344842,0.7983616137439682
62440,1479.389,-2223.724,50312.0,1.4290296976625858,0.8035693598370538
65327,1380.784,-2179.534,50513.0,1.4200956528589486,0.8062776093541655
63918,1352.07,-2207.029,50530.0,1.51250735806999,0.8154344607879712
64350,1498.316,-2195.309,50553.0,1.4587402001926928,0.822598381773858
68086,1407.848,-2235.096,50718.0,0.482831033906901,0.8233748408983176
63313,1492.592,-2199.534,50792.0,0.21882596195979193,0.8203580394168908
64840,1407.971,-2218.556,50959.0,1.4063860757319486,0.827651686986997
10361,1749.528,-2057.174,51239.0,0.6516027921242294,0.8363305202957521
62045,1496.162,-2232.527,51287.0,1.3008758458185523,0.8401832840511078
62913,1550.06,-2225.888,51559.0,1.1921318742706721,0.8428672797826328
23555,1577.713,-2209.499,51582.0,1.3514399245296356,0.8451881558230836
66668,1626.164,-2181.077,51612.0,1.861158364105513,0.852086518469112
67384,1764.601,-2213.271,51630.0,1.674280609800821,0.8686598352492
68240,1666.61,-2162.222,51747.0,0.3170127980317161,0.875353554145184
68182,1541.7,-2235.156,51836.0,0.5968050667208584,0.8762428375796865
62765,1721.076,-2165.517,51876.0,0.7778538220501049,0.8724764154648362
24438,1616.059,-2209.191,51879.0,1.3722229483293096,0.8842559325394082
24365,1638.25,-2193.798,51935.0,0.3915241961719779,0.8824122418838798
62452,1715.701,-2206.452,52006.0,1.4831251787069368,0.894044037078902
64567,1764.436,-2199.105,52414.0,1.1737604260816483,0.897198369114002
67380,1665.332,-2189.35,52484.0,0.9934403209378188,0.903275606488583
61933,1595.714,-2222.737,52546.0,0.8756445462785919,0.9030470254498288
62612,1608.681,-2226.052,52565.0,1.554376137654954,0.9160730103710327
66762,1873.829,-2182.988,52883.0,1.0657579291378734,0.9259441035700765
62167,1872.949,-2172.84,52940.0,0.7765964987562199,0.9317464473367765
25313,1704.917,-2196.85,53225.0,0.5646748721347534,0.9289576713406085
66639,1818.364,-2127.045,53296.0,0.45867292570665275,0.9258527350199234
66279,1902.55,-2151.359,53299.0,1.3809100392780542,0.9313026621559524
64497,2007.769,-2149.28,53346.0,0.6405801003179641,0.9276729593017169
65686,1797.661,-2120.837,53506.0,1.6695887173733088,0.9403268813055982
65734,1876.88,-2171.673,53720.0,0.9695408422487963,0.935427925061451
65505,1940.963,-2128.192,54156.0,1.8559819884139377,0.9568325283550145
24235,2002.26,-2165.841,54187.0,0.6723565631916084,0.952344191967257
63241,2043.547,-2131.843,54524.0,1.1419523578551567,0.9609874265950492
24100,2640.524,-1119.253,54737.0,1.0022725953221776,0.9576771237672397
62502,2148.905,-2114.301,55070.0,0.5690045695623885,0.9474798623034971
63359,2217.752,-2095.963,55722.0,1.5187106800741959,0.9557794856276445
23846,2521.912,-1607.8,56487.0,0.8501890598231775,0.9566513241977518
65630,2447.044,-2019.675,56568.0,1.0677077033348636,0.9570188419564581
64219,2599.805,-1695.815,57387.0,0.5555567756338018,0.9595458436653083
23702,2494.304,-2015.423,57509.0,0.24454047111283034,0.9582369481996393
61952,2571.398,-1664.035,58008.0,1.1770440701789735,0.9700485309261295
64874,2601.323,-1872.726,58435.0,1.3472599905576703,0.9729585437652345
90937,2664.684,-1879.328,58465.0,0.09214645564633248,0.9703582449136202
29112,2645.061,-1856.41,59284.0,0.4347979230223258,0.9689599458844355
